ano,mes,data,regiao,uf,municipio,expectativa_vida,taxa_mortalidade,taxa_internacao,cobertura_vacinal,medicos_por_1000,leitos_hospitalares,casos_doencas_cronicas,nivel_criticidade
2017,3,2017-03-01,Sudeste,SP,Ribeirão Preto,68.1,4.53,110.73,96.54,1.83,9207,195793,Alto
2017,3,2017-03-01,Sudeste,RJ,Rio de Janeiro,72.3,11.81,80.6,97.15,1.2,10612,157204,Alto
2017,3,2017-03-01,Sudeste,RJ,Niterói,68.4,9.52,175.43,83.27,1.48,8729,127270,Alto
2017,3,2017-03-01,Sudeste,RJ,Nova Iguaçu,78.1,5.96,114.65,91.79,0.97,5256,194948,Crítico
2017,3,2017-03-01,Sudeste,RJ,Petrópolis,73.3,4.97,86.38,53.95,1.44,9559,160504,Alto
2017,3,2017-03-01,Sudeste,MG,Belo Horizonte,70.5,7.32,60.84,73.74,2.1,3865,154018,Baixo
2017,3,2017-03-01,Sudeste,MG,Uberlândia,69.2,11.57,96.14,51.77,3.52,5917,115224,Alto
2017,3,2017-03-01,Sudeste,MG,Juiz de Fora,69.0,8.8,76.66,63.37,2.04,6798,98004,Médio
2017,3,2017-03-01,Sudeste,ES,Vitória,70.5,10.1,161.27,78.11,1.76,1912,98472,Baixo
2017,3,2017-03-01,Sudeste,ES,Vila Velha,78.8,5.4,138.8,55.15,3.53,1854,129675,Baixo
2017,3,2017-03-01,Sudeste,ES,Serra,77.4,4.27,55.88,84.41,1.34,1777,5485,Baixo
2017,3,2017-03-01,Sul,PR,Curitiba,73.4,10.63,97.1,56.54,1.13,11864,78372,Médio
2017,3,2017-03-01,Sul,PR,Londrina,68.6,4.27,44.25,86.18,1.67,8423,195019,Baixo
2017,3,2017-03-01,Sul,SC,Florianópolis,78.0,6.48,100.38,96.21,3.99,4584,31514,Crítico
2017,3,2017-03-01,Sul,SC,Joinville,78.4,8.64,97.1,78.54,2.7,5113,140051,Médio
2017,3,2017-03-01,Sul,RS,Porto Alegre,69.8,6.85,143.84,87.64,0.82,10860,128193,Baixo
2017,3,2017-03-01,Sul,RS,Caxias do Sul,72.8,6.56,160.12,53.48,3.31,8802,178358,Alto
2017,4,2017-04-01,Norte,AM,Manaus,74.8,11.86,49.59,77.17,3.39,8256,71967,Alto
2017,4,2017-04-01,Norte,PA,Belém,71.9,4.84,152.04,60.98,2.12,6060,197246,Crítico
2017,4,2017-04-01,Norte,PA,Santarém,72.3,4.16,73.35,54.82,3.47,6979,141262,Médio
2017,4,2017-04-01,Norte,RO,Porto Velho,76.2,10.88,104.29,83.56,1.64,7742,29265,Crítico
2017,4,2017-04-01,Norte,TO,Palmas,73.7,11.61,133.29,82.19,0.81,7499,68750,Alto
2017,4,2017-04-01,Nordeste,BA,Salvador,78.5,7.34,66.72,95.13,0.82,11112,58551,Alto
2017,4,2017-04-01,Nordeste,BA,Feira de Santana,78.1,6.24,167.27,73.15,1.94,5882,77449,Médio
2017,4,2017-04-01,Nordeste,PE,Recife,77.9,8.05,148.19,76.89,1.36,707,5479,Crítico
2017,4,2017-04-01,Nordeste,PE,Jaboatão dos Guararapes,70.6,6.19,118.55,78.96,0.91,3463,46498,Médio
2017,4,2017-04-01,Nordeste,CE,Fortaleza,74.3,10.03,150.28,58.64,2.14,5871,167437,Médio
2017,4,2017-04-01,Nordeste,CE,Juazeiro do Norte,77.0,11.76,155.19,73.75,3.62,5405,29958,Baixo
2017,4,2017-04-01,Nordeste,MA,São Luís,74.2,9.57,144.68,65.03,1.59,9285,180492,Baixo
2017,4,2017-04-01,Nordeste,PB,João Pessoa,72.3,4.31,48.06,85.47,3.87,1781,177061,Crítico
2017,4,2017-04-01,Centro-Oeste,DF,Brasília,74.6,8.76,170.58,86.2,2.79,2414,193151,Baixo
2017,4,2017-04-01,Centro-Oeste,GO,Goiânia,74.2,4.43,102.72,71.63,2.58,11607,183409,Baixo
2017,4,2017-04-01,Centro-Oeste,GO,Aparecida de Goiânia,76.2,8.63,40.9,61.71,1.46,4963,53675,Médio
2017,4,2017-04-01,Centro-Oeste,MT,Cuiabá,73.9,11.36,153.31,62.83,1.39,7484,129108,Médio
2017,4,2017-04-01,Centro-Oeste,MS,Campo Grande,71.0,4.36,97.76,55.32,2.78,3769,118528,Crítico
2017,4,2017-04-01,Sudeste,SP,São Paulo,70.2,4.68,131.43,72.9,3.07,7766,147179,Crítico
2017,4,2017-04-01,Sudeste,SP,Campinas,74.8,9.44,81.8,57.52,3.23,5831,173803,Crítico
2017,4,2017-04-01,Sudeste,SP,Ribeirão Preto,73.2,6.23,158.0,69.85,2.31,2627,79450,Crítico
2017,4,2017-04-01,Sudeste,RJ,Rio de Janeiro,71.7,5.99,175.12,74.52,1.25,10144,146671,Médio
2017,4,2017-04-01,Sudeste,RJ,Niterói,75.8,10.19,171.25,97.1,1.44,1079,162071,Crítico
2017,4,2017-04-01,Sudeste,RJ,Nova Iguaçu,71.7,8.02,157.88,73.5,1.35,8330,177201,Baixo
2017,4,2017-04-01,Sudeste,RJ,Petrópolis,70.7,5.87,144.77,59.25,3.71,904,59748,Alto
2017,4,2017-04-01,Sudeste,MG,Belo Horizonte,70.0,11.6,79.41,70.19,1.07,4007,63502,Alto
2017,4,2017-04-01,Sudeste,MG,Uberlândia,76.6,8.42,92.94,79.78,2.42,8036,47791,Baixo
2017,4,2017-04-01,Sudeste,MG,Juiz de Fora,79.0,7.97,81.34,91.79,3.01,6978,161540,Baixo
2017,4,2017-04-01,Sudeste,ES,Vitória,69.9,8.66,142.03,80.88,3.22,6334,157414,Médio
2017,4,2017-04-01,Sudeste,ES,Vila Velha,75.3,5.8,70.37,61.68,3.23,8421,158348,Médio
2017,4,2017-04-01,Sudeste,ES,Serra,78.0,7.28,122.19,83.93,2.0,1461,57254,Crítico
2017,4,2017-04-01,Sul,PR,Curitiba,77.9,4.56,45.34,63.59,2.1,11895,185067,Baixo
2017,4,2017-04-01,Sul,PR,Londrina,69.8,8.78,71.17,74.63,1.91,5911,108310,Crítico
2017,4,2017-04-01,Sul,SC,Florianópolis,78.2,9.86,98.15,66.13,3.98,2920,132558,Baixo
2017,4,2017-04-01,Sul,SC,Joinville,69.2,5.91,50.75,73.99,3.58,4680,15194,Crítico
2017,4,2017-04-01,Sul,RS,Porto Alegre,70.2,4.97,138.04,97.57,2.59,9829,182852,Baixo
2017,4,2017-04-01,Sul,RS,Caxias do Sul,76.4,7.3,139.36,94.05,1.13,5738,189491,Alto
2017,5,2017-05-01,Norte,AM,Manaus,68.3,9.68,61.15,71.23,2.99,323,145543,Alto
2017,5,2017-05-01,Norte,PA,Belém,69.9,10.12,58.49,92.65,3.16,9958,157076,Médio
2017,5,2017-05-01,Norte,PA,Santarém,74.0,6.4,154.83,77.0,1.42,6585,69109,Crítico
2017,5,2017-05-01,Norte,RO,Porto Velho,74.1,11.11,124.98,60.77,1.23,4226,5666,Crítico
2017,5,2017-05-01,Norte,TO,Palmas,68.6,4.3,153.31,66.07,3.78,5057,4499,Alto
2017,5,2017-05-01,Nordeste,BA,Salvador,73.1,7.29,88.14,58.13,2.49,7670,160653,Médio
2017,5,2017-05-01,Nordeste,BA,Feira de Santana,73.8,8.6,125.41,76.93,2.91,4785,168263,Alto
2017,5,2017-05-01,Nordeste,PE,Recife,73.1,9.56,105.55,65.68,2.75,11723,172634,Baixo
2017,5,2017-05-01,Nordeste,PE,Jaboatão dos Guararapes,77.5,5.0,103.97,66.13,2.42,3353,83433,Baixo
2017,5,2017-05-01,Nordeste,CE,Fortaleza,70.6,11.77,50.51,69.81,2.97,10674,39232,Alto
2017,5,2017-05-01,Nordeste,CE,Juazeiro do Norte,69.8,6.98,136.24,73.93,1.73,2280,18632,Baixo
2017,5,2017-05-01,Nordeste,MA,São Luís,76.4,8.03,47.06,95.79,2.22,2184,191546,Baixo
2017,5,2017-05-01,Nordeste,PB,João Pessoa,74.6,10.2,103.25,54.74,3.73,9774,37576,Crítico
2017,5,2017-05-01,Centro-Oeste,DF,Brasília,75.5,8.93,111.51,76.25,2.99,928,10029,Alto
2017,5,2017-05-01,Centro-Oeste,GO,Goiânia,76.6,7.29,56.03,94.24,1.82,867,21605,Baixo
2017,5,2017-05-01,Centro-Oeste,GO,Aparecida de Goiânia,71.2,11.26,71.93,60.38,1.61,7797,82002,Alto
2017,5,2017-05-01,Centro-Oeste,MT,Cuiabá,77.9,7.81,170.86,77.78,3.38,6197,181044,Crítico
2017,5,2017-05-01,Centro-Oeste,MS,Campo Grande,77.0,4.54,151.28,93.63,1.9,8043,45125,Crítico
2017,5,2017-05-01,Sudeste,SP,São Paulo,77.8,11.05,120.74,87.09,1.56,7804,123908,Crítico
2017,5,2017-05-01,Sudeste,SP,Campinas,73.6,5.1,52.46,90.38,3.06,1652,34416,Baixo
2017,5,2017-05-01,Sudeste,SP,Ribeirão Preto,78.7,8.14,55.68,79.13,3.54,9457,78478,Alto
2017,5,2017-05-01,Sudeste,RJ,Rio de Janeiro,70.9,5.34,103.13,55.24,3.95,1000,31963,Crítico
2017,5,2017-05-01,Sudeste,RJ,Niterói,69.9,9.4,113.11,75.48,1.93,2986,53849,Alto
2017,5,2017-05-01,Sudeste,RJ,Nova Iguaçu,78.4,7.61,167.36,82.93,3.11,4412,38922,Crítico
2017,5,2017-05-01,Sudeste,RJ,Petrópolis,73.2,9.09,152.49,82.34,2.22,9151,1805,Alto
2017,5,2017-05-01,Sudeste,MG,Belo Horizonte,71.0,5.47,81.47,67.47,1.6,11547,134834,Médio
2017,5,2017-05-01,Sudeste,MG,Uberlândia,75.1,5.07,64.37,94.64,3.32,5516,155814,Alto
2017,5,2017-05-01,Sudeste,MG,Juiz de Fora,72.3,5.16,101.93,93.8,1.81,11064,191393,Baixo
2017,5,2017-05-01,Sudeste,ES,Vitória,74.1,7.47,83.43,61.56,3.15,3417,149120,Crítico
2017,5,2017-05-01,Sudeste,ES,Vila Velha,76.2,10.09,157.6,56.9,1.55,1927,180326,Baixo
2017,5,2017-05-01,Sudeste,ES,Serra,74.9,11.54,160.72,82.22,3.65,722,164462,Baixo
2017,5,2017-05-01,Sul,PR,Curitiba,79.0,7.59,159.77,87.78,3.03,5218,128603,Crítico
2017,5,2017-05-01,Sul,PR,Londrina,74.8,9.42,59.9,78.97,0.88,5231,175850,Alto
2017,5,2017-05-01,Sul,SC,Florianópolis,70.0,6.57,130.51,88.93,3.72,10699,106624,Alto
2017,5,2017-05-01,Sul,SC,Joinville,73.0,4.31,91.7,60.6,3.14,4068,65823,Médio
2017,5,2017-05-01,Sul,RS,Porto Alegre,72.4,4.79,49.79,75.08,2.54,5837,17117,Alto
2017,5,2017-05-01,Sul,RS,Caxias do Sul,70.2,4.14,73.63,66.17,2.08,534,158748,Baixo
2017,6,2017-06-01,Norte,AM,Manaus,71.4,5.09,170.24,52.16,1.82,730,159964,Crítico
2017,6,2017-06-01,Norte,PA,Belém,76.6,7.87,81.18,81.76,1.22,8359,148995,Alto
2017,6,2017-06-01,Norte,PA,Santarém,76.0,11.72,56.21,94.47,2.07,3685,43483,Médio
2017,6,2017-06-01,Norte,RO,Porto Velho,71.8,9.29,115.42,58.0,3.35,7431,114410,Alto
2017,6,2017-06-01,Norte,TO,Palmas,71.5,9.32,146.56,86.08,1.05,2160,8796,Médio
2017,6,2017-06-01,Nordeste,BA,Salvador,78.4,6.59,52.74,85.29,1.45,10919,44359,Alto
2017,6,2017-06-01,Nordeste,BA,Feira de Santana,73.0,5.47,118.35,75.62,1.31,7857,171010,Médio
2017,6,2017-06-01,Nordeste,PE,Recife,74.1,5.14,50.53,80.74,3.23,2147,104293,Baixo
2017,6,2017-06-01,Nordeste,PE,Jaboatão dos Guararapes,73.3,10.87,145.4,62.42,3.89,4724,183759,Médio
2017,6,2017-06-01,Nordeste,CE,Fortaleza,70.5,6.59,101.01,52.9,3.83,4403,81478,Alto
2017,6,2017-06-01,Nordeste,CE,Juazeiro do Norte,68.8,11.54,73.33,88.75,1.53,1789,185069,Alto
2017,6,2017-06-01,Nordeste,MA,São Luís,77.6,4.53,89.16,86.22,1.74,2831,124608,Crítico
2017,6,2017-06-01,Nordeste,PB,João Pessoa,68.2,8.64,54.03,63.8,3.55,502,141975,Médio
2017,6,2017-06-01,Centro-Oeste,DF,Brasília,75.9,8.99,173.6,80.74,1.31,2692,83616,Alto
2017,6,2017-06-01,Centro-Oeste,GO,Goiânia,72.3,8.35,40.54,61.14,2.33,1506,128987,Crítico
2017,6,2017-06-01,Centro-Oeste,GO,Aparecida de Goiânia,73.5,4.98,149.69,90.01,2.19,5849,139806,Baixo
2017,6,2017-06-01,Centro-Oeste,MT,Cuiabá,78.6,5.34,68.0,69.74,3.21,4736,19872,Baixo
2017,6,2017-06-01,Centro-Oeste,MS,Campo Grande,70.0,10.8,88.21,69.07,2.53,2782,57066,Médio
2017,6,2017-06-01,Sudeste,SP,São Paulo,77.3,4.29,124.84,85.79,1.85,3738,120526,Baixo
2017,6,2017-06-01,Sudeste,SP,Campinas,75.9,9.96,76.12,92.85,3.48,4750,2967,Baixo
2017,6,2017-06-01,Sudeste,SP,Ribeirão Preto,69.0,6.98,109.88,70.13,1.2,2947,71477,Crítico
2017,6,2017-06-01,Sudeste,RJ,Rio de Janeiro,68.1,5.87,131.0,73.57,3.09,1141,45216,Médio
2017,6,2017-06-01,Sudeste,RJ,Niterói,72.6,9.71,56.1,75.26,3.22,5484,102197,Alto
2017,6,2017-06-01,Sudeste,RJ,Nova Iguaçu,69.0,9.67,45.51,78.79,1.82,3695,24795,Baixo
2017,6,2017-06-01,Sudeste,RJ,Petrópolis,69.0,6.4,73.12,67.93,3.92,9833,116121,Médio
2017,6,2017-06-01,Sudeste,MG,Belo Horizonte,72.8,6.42,136.13,87.02,1.57,8899,33430,Alto
2017,6,2017-06-01,Sudeste,MG,Uberlândia,72.9,10.76,121.37,59.68,1.13,103,109359,Crítico
2017,6,2017-06-01,Sudeste,MG,Juiz de Fora,68.6,6.34,73.59,58.12,0.97,3769,167085,Baixo
2017,6,2017-06-01,Sudeste,ES,Vitória,76.5,5.15,134.06,77.17,0.94,2489,36973,Baixo
2017,6,2017-06-01,Sudeste,ES,Vila Velha,78.5,4.26,93.01,68.05,1.35,2931,157625,Crítico
2017,6,2017-06-01,Sudeste,ES,Serra,76.6,9.69,173.21,79.99,1.44,11136,39341,Crítico
2017,6,2017-06-01,Sul,PR,Curitiba,76.8,6.03,140.48,66.0,1.16,3727,147633,Crítico
2017,6,2017-06-01,Sul,PR,Londrina,69.2,7.8,51.75,64.03,1.2,770,125019,Alto
2017,6,2017-06-01,Sul,SC,Florianópolis,74.9,4.62,99.0,59.21,0.87,6695,137712,Baixo
2017,6,2017-06-01,Sul,SC,Joinville,71.4,11.82,60.71,95.95,3.07,11543,145332,Crítico
2017,6,2017-06-01,Sul,RS,Porto Alegre,69.7,4.27,178.77,87.33,3.27,200,149147,Médio
2017,6,2017-06-01,Sul,RS,Caxias do Sul,74.7,4.59,141.02,86.19,1.78,3540,146933,Crítico
2017,7,2017-07-01,Norte,AM,Manaus,77.4,10.14,142.62,68.95,2.29,10319,48872,Baixo
2017,7,2017-07-01,Norte,PA,Belém,71.0,5.67,46.53,71.06,1.24,2039,44750,Médio
2017,7,2017-07-01,Norte,PA,Santarém,74.5,11.83,151.64,97.7,3.79,6241,117887,Crítico
2017,7,2017-07-01,Norte,RO,Porto Velho,72.2,4.76,172.67,83.55,1.04,10837,194028,Crítico
2017,7,2017-07-01,Norte,TO,Palmas,76.2,5.2,101.92,79.59,1.46,9999,173669,Baixo
2017,7,2017-07-01,Nordeste,BA,Salvador,71.1,6.72,173.09,56.37,1.99,2146,81549,Médio
2017,7,2017-07-01,Nordeste,BA,Feira de Santana,69.6,9.07,63.9,84.19,1.65,9528,169032,Alto
2017,7,2017-07-01,Nordeste,PE,Recife,71.3,10.86,122.18,67.12,1.53,11660,57518,Alto
2017,7,2017-07-01,Nordeste,PE,Jaboatão dos Guararapes,73.1,8.34,102.75,57.23,3.9,10597,191071,Médio
2017,7,2017-07-01,Nordeste,CE,Fortaleza,69.8,10.61,57.14,74.97,0.92,2042,154641,Baixo
2017,7,2017-07-01,Nordeste,CE,Juazeiro do Norte,72.3,4.35,157.09,57.09,3.64,4818,168054,Baixo
2017,7,2017-07-01,Nordeste,MA,São Luís,72.3,10.69,124.93,68.52,2.81,4253,133524,Alto
2017,7,2017-07-01,Nordeste,PB,João Pessoa,71.7,5.16,75.95,70.09,2.62,2160,78279,Médio
2017,7,2017-07-01,Centro-Oeste,DF,Brasília,68.8,4.24,149.22,92.31,2.16,6691,189964,Alto
2017,7,2017-07-01,Centro-Oeste,GO,Goiânia,76.0,8.71,78.33,62.33,1.89,9471,176917,Baixo
2017,7,2017-07-01,Centro-Oeste,GO,Aparecida de Goiânia,76.9,7.59,133.64,55.37,0.88,10998,171984,Baixo
2017,7,2017-07-01,Centro-Oeste,MT,Cuiabá,69.2,8.54,71.73,71.07,2.11,5888,62730,Crítico
2017,7,2017-07-01,Centro-Oeste,MS,Campo Grande,69.4,8.91,85.37,83.77,2.61,1391,133978,Baixo
2017,7,2017-07-01,Sudeste,SP,São Paulo,73.9,11.1,166.59,60.08,1.19,9702,76793,Crítico
2017,7,2017-07-01,Sudeste,SP,Campinas,70.7,4.67,139.53,92.98,3.67,5666,106773,Alto
2017,7,2017-07-01,Sudeste,SP,Ribeirão Preto,68.7,9.51,139.12,79.61,1.26,1971,103782,Médio
2017,7,2017-07-01,Sudeste,RJ,Rio de Janeiro,70.3,9.99,76.04,60.81,3.73,4896,59978,Baixo
2017,7,2017-07-01,Sudeste,RJ,Niterói,75.2,11.78,155.08,52.25,1.68,10967,77473,Alto
2017,7,2017-07-01,Sudeste,RJ,Nova Iguaçu,74.4,7.73,177.05,79.92,2.53,7225,126335,Baixo
2017,7,2017-07-01,Sudeste,RJ,Petrópolis,77.1,4.03,135.06,55.8,3.14,1818,14850,Baixo
2017,7,2017-07-01,Sudeste,MG,Belo Horizonte,71.0,11.84,118.03,61.14,1.46,4849,6962,Médio
2017,7,2017-07-01,Sudeste,MG,Uberlândia,78.8,4.61,90.36,50.82,0.84,1381,83783,Crítico
2017,7,2017-07-01,Sudeste,MG,Juiz de Fora,78.2,8.49,89.87,81.81,1.27,6422,71135,Alto
2017,7,2017-07-01,Sudeste,ES,Vitória,73.3,6.41,106.97,66.7,1.32,4336,187950,Alto
2017,7,2017-07-01,Sudeste,ES,Vila Velha,75.3,4.3,52.22,63.91,1.88,1416,142270,Baixo
2017,7,2017-07-01,Sudeste,ES,Serra,71.6,6.04,44.01,56.22,1.51,5795,195228,Médio
2017,7,2017-07-01,Sul,PR,Curitiba,72.1,11.53,142.49,53.75,1.58,7824,99441,Alto
2017,7,2017-07-01,Sul,PR,Londrina,75.4,6.84,49.85,90.57,1.8,7681,7217,Alto
2017,7,2017-07-01,Sul,SC,Florianópolis,72.9,6.14,145.16,81.15,3.08,8394,59127,Crítico
2017,7,2017-07-01,Sul,SC,Joinville,76.3,9.46,129.53,96.77,3.78,7362,77988,Baixo
2017,7,2017-07-01,Sul,RS,Porto Alegre,75.5,9.04,42.06,56.68,2.9,1609,83105,Médio
2017,7,2017-07-01,Sul,RS,Caxias do Sul,72.2,11.88,174.16,55.27,1.58,8852,51379,Médio
2017,8,2017-08-01,Norte,AM,Manaus,73.3,8.92,153.42,72.38,3.4,1758,80312,Médio
2017,8,2017-08-01,Norte,PA,Belém,70.8,9.51,103.23,82.6,1.16,7521,33603,Médio
2017,8,2017-08-01,Norte,PA,Santarém,75.3,11.16,159.93,66.57,1.17,512,63757,Alto
2017,8,2017-08-01,Norte,RO,Porto Velho,71.1,4.39,139.05,88.25,1.27,1943,59256,Alto
2017,8,2017-08-01,Norte,TO,Palmas,77.9,7.61,174.16,59.84,2.2,7823,49948,Alto
2017,8,2017-08-01,Nordeste,BA,Salvador,72.9,4.09,106.16,58.77,0.84,1051,76583,Médio
2017,8,2017-08-01,Nordeste,BA,Feira de Santana,70.3,8.6,125.15,80.2,2.55,9940,33530,Baixo
2017,8,2017-08-01,Nordeste,PE,Recife,68.3,9.02,52.54,63.12,1.98,10124,105523,Crítico
2017,8,2017-08-01,Nordeste,PE,Jaboatão dos Guararapes,74.3,11.22,114.95,65.97,3.26,10805,75299,Médio
2017,8,2017-08-01,Nordeste,CE,Fortaleza,73.2,9.07,152.08,92.26,2.56,9507,81632,Crítico
2017,8,2017-08-01,Nordeste,CE,Juazeiro do Norte,70.7,9.66,144.94,50.52,3.03,6802,134742,Baixo
2017,8,2017-08-01,Nordeste,MA,São Luís,77.9,6.65,65.24,81.07,1.36,8667,121227,Baixo
2017,8,2017-08-01,Nordeste,PB,João Pessoa,76.9,10.43,164.47,76.08,3.19,3003,188243,Baixo
2017,8,2017-08-01,Centro-Oeste,DF,Brasília,78.7,4.21,91.64,77.98,2.54,447,104628,Crítico
2017,8,2017-08-01,Centro-Oeste,GO,Goiânia,68.3,8.51,91.31,57.43,2.78,10424,101104,Alto
2017,8,2017-08-01,Centro-Oeste,GO,Aparecida de Goiânia,72.5,10.58,54.65,50.44,1.84,10426,134448,Alto
2017,8,2017-08-01,Centro-Oeste,MT,Cuiabá,73.8,10.35,175.97,95.38,2.12,1395,38619,Médio
2017,8,2017-08-01,Centro-Oeste,MS,Campo Grande,76.3,6.27,148.91,89.55,0.8,11353,142934,Médio
2017,8,2017-08-01,Sudeste,SP,São Paulo,73.3,4.38,96.09,51.17,2.87,9640,168997,Alto
2017,8,2017-08-01,Sudeste,SP,Campinas,72.9,4.87,44.06,69.12,1.51,3527,93721,Alto
2017,8,2017-08-01,Sudeste,SP,Ribeirão Preto,73.6,11.5,91.47,61.94,3.36,677,155844,Baixo
2017,8,2017-08-01,Sudeste,RJ,Rio de Janeiro,69.5,6.46,44.14,75.53,3.27,10247,119871,Médio
2017,8,2017-08-01,Sudeste,RJ,Niterói,76.2,4.04,120.83,72.3,2.29,419,49641,Baixo
2017,8,2017-08-01,Sudeste,RJ,Nova Iguaçu,76.8,6.23,140.53,72.43,0.84,2717,5893,Baixo
2017,8,2017-08-01,Sudeste,RJ,Petrópolis,75.2,10.78,90.12,71.36,2.56,3193,128959,Baixo
2017,8,2017-08-01,Sudeste,MG,Belo Horizonte,76.1,6.44,81.93,83.95,1.33,11583,109190,Médio
2017,8,2017-08-01,Sudeste,MG,Uberlândia,74.5,5.55,179.89,65.18,1.83,4645,67759,Médio
2017,8,2017-08-01,Sudeste,MG,Juiz de Fora,72.8,5.61,54.58,93.38,3.21,1508,163432,Médio
2017,8,2017-08-01,Sudeste,ES,Vitória,75.6,4.12,123.94,50.9,1.5,5875,134039,Crítico
2017,8,2017-08-01,Sudeste,ES,Vila Velha,76.7,11.53,165.16,67.0,2.43,9243,121484,Baixo
2017,8,2017-08-01,Sudeste,ES,Serra,78.7,8.85,178.09,97.48,2.82,2490,154810,Alto
2017,8,2017-08-01,Sul,PR,Curitiba,75.9,5.67,64.3,95.76,1.63,159,176485,Alto
2017,8,2017-08-01,Sul,PR,Londrina,75.1,9.36,55.73,63.69,1.58,11849,163727,Alto
2017,8,2017-08-01,Sul,SC,Florianópolis,73.7,5.09,51.13,62.75,3.44,821,66787,Baixo
2017,8,2017-08-01,Sul,SC,Joinville,69.6,10.89,57.46,52.09,2.25,3783,65370,Crítico
2017,8,2017-08-01,Sul,RS,Porto Alegre,72.8,7.78,107.59,58.3,1.7,3920,135662,Alto
2017,8,2017-08-01,Sul,RS,Caxias do Sul,75.4,9.48,74.78,74.29,1.28,11071,11366,Baixo
2017,9,2017-09-01,Norte,AM,Manaus,71.5,10.69,179.83,57.22,2.11,3775,131521,Crítico
2017,9,2017-09-01,Norte,PA,Belém,70.2,6.17,82.89,50.39,3.4,10100,146294,Médio
2017,9,2017-09-01,Norte,PA,Santarém,77.0,6.07,46.8,84.28,2.55,2446,95413,Baixo
2017,9,2017-09-01,Norte,RO,Porto Velho,75.6,4.61,87.35,93.9,2.98,10876,149384,Crítico
2017,9,2017-09-01,Norte,TO,Palmas,68.3,7.82,151.17,82.8,2.05,6512,185926,Médio
2017,9,2017-09-01,Nordeste,BA,Salvador,71.8,4.09,153.75,64.05,2.3,3639,84552,Baixo
2017,9,2017-09-01,Nordeste,BA,Feira de Santana,70.1,11.88,151.44,97.83,1.09,11381,189767,Baixo
2017,9,2017-09-01,Nordeste,PE,Recife,71.7,6.74,84.86,52.48,2.88,709,176060,Crítico
2017,9,2017-09-01,Nordeste,PE,Jaboatão dos Guararapes,76.8,6.32,133.4,53.89,1.22,11608,42943,Médio
2017,9,2017-09-01,Nordeste,CE,Fortaleza,75.9,7.19,144.65,67.58,1.47,2004,174608,Médio
2017,9,2017-09-01,Nordeste,CE,Juazeiro do Norte,76.5,9.21,48.49,70.41,1.55,9077,156741,Alto
2017,9,2017-09-01,Nordeste,MA,São Luís,74.9,8.13,115.41,56.04,3.67,8972,196252,Alto
2017,9,2017-09-01,Nordeste,PB,João Pessoa,78.2,10.65,141.67,56.45,3.93,1029,65948,Baixo
2017,9,2017-09-01,Centro-Oeste,DF,Brasília,72.0,8.34,45.49,56.15,3.13,6295,12175,Baixo
2017,9,2017-09-01,Centro-Oeste,GO,Goiânia,77.3,11.03,161.09,86.09,2.37,5210,67148,Crítico
2017,9,2017-09-01,Centro-Oeste,GO,Aparecida de Goiânia,68.9,9.54,74.77,87.59,2.16,3127,101928,Médio
2017,9,2017-09-01,Centro-Oeste,MT,Cuiabá,70.7,10.19,49.14,81.78,3.33,6297,31879,Baixo
2017,9,2017-09-01,Centro-Oeste,MS,Campo Grande,78.9,6.1,160.47,96.91,3.72,3622,19545,Baixo
2017,9,2017-09-01,Sudeste,SP,São Paulo,69.1,6.74,116.37,73.37,2.65,6118,94714,Baixo
2017,9,2017-09-01,Sudeste,SP,Campinas,70.9,6.03,137.02,65.82,1.28,2093,25085,Alto
2017,9,2017-09-01,Sudeste,SP,Ribeirão Preto,76.2,7.72,55.52,78.55,3.19,4609,60338,Médio
2017,9,2017-09-01,Sudeste,RJ,Rio de Janeiro,69.0,9.16,82.01,95.32,1.01,2789,148033,Crítico
2017,9,2017-09-01,Sudeste,RJ,Niterói,78.7,4.6,103.99,65.18,1.38,10446,35095,Crítico
2017,9,2017-09-01,Sudeste,RJ,Nova Iguaçu,71.3,6.04,63.12,88.94,2.61,1400,125274,Baixo
2017,9,2017-09-01,Sudeste,RJ,Petrópolis,76.0,10.83,164.63,77.11,2.61,9244,63692,Baixo
2017,9,2017-09-01,Sudeste,MG,Belo Horizonte,77.5,9.12,154.13,64.23,3.62,8877,141758,Médio
2017,9,2017-09-01,Sudeste,MG,Uberlândia,70.7,5.9,71.54,52.71,1.91,8574,152084,Baixo
2017,9,2017-09-01,Sudeste,MG,Juiz de Fora,72.5,4.22,128.18,52.81,2.87,7965,47004,Baixo
2017,9,2017-09-01,Sudeste,ES,Vitória,78.9,4.92,140.3,93.85,3.66,7282,140693,Alto
2017,9,2017-09-01,Sudeste,ES,Vila Velha,78.4,9.89,148.47,72.16,0.81,8715,23839,Baixo
2017,9,2017-09-01,Sudeste,ES,Serra,77.9,8.14,68.66,88.63,2.59,10913,23083,Crítico
2017,9,2017-09-01,Sul,PR,Curitiba,78.0,7.12,41.05,97.04,2.0,7845,183055,Baixo
2017,9,2017-09-01,Sul,PR,Londrina,74.4,5.51,86.71,60.01,1.55,10222,187311,Médio
2017,9,2017-09-01,Sul,SC,Florianópolis,69.5,9.29,157.31,60.61,2.63,464,87610,Crítico
2017,9,2017-09-01,Sul,SC,Joinville,78.3,8.05,156.86,72.63,3.01,897,172499,Alto
2017,9,2017-09-01,Sul,RS,Porto Alegre,73.7,5.22,96.28,55.94,2.72,9161,168637,Médio
